week_from,week_until,calendar_week,plz,population,ncumul_firstvacc,ncumul_secondvacc
2021-08-16,2021-08-22,33,8702,7857,5674,5285
2021-08-16,2021-08-22,33,8703,5593,3820,3596
2021-08-16,2021-08-22,33,8704,6426,4358,4010
2021-08-16,2021-08-22,33,8706,14245,9337,8689
2021-08-16,2021-08-22,33,8707,6186,4308,3980
2021-08-16,2021-08-22,33,8708,11322,7567,7129
2021-08-16,2021-08-22,33,8712,11491,7223,6751
2021-08-16,2021-08-22,33,8713,3177,1947,1810
2021-08-16,2021-08-22,33,8714,475,257,239
2021-08-16,2021-08-22,33,8800,15512,9894,9236
2021-08-16,2021-08-22,33,8802,8931,5965,5510
2021-08-16,2021-08-22,33,8803,6109,3931,3711
2021-08-16,2021-08-22,33,8804,6073,3201,2914
2021-08-16,2021-08-22,33,8805,10485,5814,5324
2021-08-16,2021-08-22,33,8810,20446,12149,11119
2021-08-16,2021-08-22,33,8815,346,161,148
2021-08-16,2021-08-22,33,8816,2138,1143,1022
2021-08-16,2021-08-22,33,8820,15751,9110,8324
2021-08-16,2021-08-22,33,8824,1821,948,851
2021-08-16,2021-08-22,33,8825,885,362,331
2021-08-16,2021-08-22,33,8833,3120,1508,1358
2021-08-16,2021-08-22,33,8902,10020,5701,5163
2021-08-16,2021-08-22,33,8903,6722,4109,3794
2021-08-16,2021-08-22,33,8904,1667,1033,957
2021-08-16,2021-08-22,33,8906,5555,3424,3142
2021-08-16,2021-08-22,33,8907,5200,3221,2993
2021-08-16,2021-08-22,33,8908,3769,2305,2116
2021-08-16,2021-08-22,33,8909,1322,624,564
2021-08-16,2021-08-22,33,8910,10967,6161,5510
2021-08-16,2021-08-22,33,8911,1123,531,473
2021-08-16,2021-08-22,33,8912,5689,2978,2715
2021-08-16,2021-08-22,33,8913,2580,1521,1407
2021-08-16,2021-08-22,33,8914,1976,1203,1133
2021-08-16,2021-08-22,33,8915,2752,1441,1327
2021-08-16,2021-08-22,33,8925,960,498,467
2021-08-16,2021-08-22,33,8926,1221,548,493
2021-08-16,2021-08-22,33,8932,5189,2759,2543
2021-08-16,2021-08-22,33,8933,645,283,260
2021-08-16,2021-08-22,33,8934,2377,1136,1047
2021-08-16,2021-08-22,33,8942,4926,3368,3134
2021-08-16,2021-08-22,33,8951,3068,1325,1160
2021-08-16,2021-08-22,33,8952,18758,10498,9372
2021-08-16,2021-08-22,33,8953,27635,13840,12222
2021-08-16,2021-08-22,33,8954,3970,2273,1957
2021-08-16,2021-08-22,33,8955,2505,1460,1347
2021-08-16,2021-08-22,33,andere Kantone,NA,7430,6680
2021-08-16,2021-08-22,33,Nachbarkantone,NA,26947,24331
2021-08-16,2021-08-22,33,unbekannt,NA,6837,6129
2021-08-16,2021-08-22,33,ZH aber ausserkantonal geimpft,NA,18595,16793
2021-08-23,2021-08-29,34,8001,5473,4316,3848
2021-08-23,2021-08-29,34,8002,9620,6797,6278
2021-08-23,2021-08-29,34,8003,20655,13469,12333
2021-08-23,2021-08-29,34,8004,27183,18529,16720
2021-08-23,2021-08-29,34,8005,15505,11016,10064
2021-08-23,2021-08-29,34,8006,18387,13476,12602
2021-08-23,2021-08-29,34,8008,16571,12329,11433
2021-08-23,2021-08-29,34,8032,18170,13095,12176
2021-08-23,2021-08-29,34,8037,16044,11105,10281
2021-08-23,2021-08-29,34,8038,17299,11208,10297
2021-08-23,2021-08-29,34,8041,7620,4409,4043
2021-08-23,2021-08-29,34,8044,10947,7924,7357
2021-08-23,2021-08-29,34,8045,11222,7064,6485
2021-08-23,2021-08-29,34,8046,25704,14338,13151
2021-08-23,2021-08-29,34,8047,20783,13096,12118
2021-08-23,2021-08-29,34,8048,29694,18222,16630
2021-08-23,2021-08-29,34,8049,23561,15871,14862
2021-08-23,2021-08-29,34,8050,28957,18757,17296
2021-08-23,2021-08-29,34,8051,23000,12476,11393
2021-08-23,2021-08-29,34,8052,20277,11214,10209
2021-08-23,2021-08-29,34,8053,11001,7637,7184
2021-08-23,2021-08-29,34,8055,20196,12537,11493
2021-08-23,2021-08-29,34,8057,21221,14541,13398
2021-08-23,2021-08-29,34,8064,3784,2008,1778
2021-08-23,2021-08-29,34,8102,6717,3992,3529
2021-08-23,2021-08-29,34,8103,3895,2330,2121
2021-08-23,2021-08-29,34,8104,2675,1789,1624
2021-08-23,2021-08-29,34,8105,13633,7891,7166
2021-08-23,2021-08-29,34,8106,4807,2270,2011
2021-08-23,2021-08-29,34,8107,6583,3558,3190
2021-08-23,2021-08-29,34,8108,4174,2257,2014
2021-08-23,2021-08-29,34,8112,2957,1650,1502
2021-08-23,2021-08-29,34,8113,1435,835,768
2021-08-23,2021-08-29,34,8114,1865,986,864
2021-08-23,2021-08-29,34,8115,953,538,477
2021-08-23,2021-08-29,34,8117,4564,2946,2700
2021-08-23,2021-08-29,34,8118,2083,1283,1183
2021-08-23,2021-08-29,34,8121,1999,1172,1083
2021-08-23,2021-08-29,34,8122,2231,1378,1267
2021-08-23,2021-08-29,34,8123,2771,1890,1736
2021-08-23,2021-08-29,34,8124,2130,1440,1328
2021-08-23,2021-08-29,34,8125,5209,3589,3332
2021-08-23,2021-08-29,34,8126,5475,3813,3488
2021-08-23,2021-08-29,34,8127,4094,2750,2539
2021-08-23,2021-08-29,34,8132,6883,4209,3859
2021-08-23,2021-08-29,34,8133,1915,1183,1097
2021-08-23,2021-08-29,34,8134,18919,11197,10278
2021-08-23,2021-08-29,34,8135,7781,4678,4320
2021-08-23,2021-08-29,34,8136,2593,1516,1399
2021-08-23,2021-08-29,34,8142,4661,3289,3048
2021-08-23,2021-08-29,34,8143,3768,2303,2146
2021-08-23,2021-08-29,34,8152,21091,10742,9595
2021-08-23,2021-08-29,34,8153,8204,4404,3882
2021-08-23,2021-08-29,34,8154,7205,3557,3115
2021-08-23,2021-08-29,34,8155,7163,3856,3416
2021-08-23,2021-08-29,34,8156,2152,1280,1148
2021-08-23,2021-08-29,34,8157,5942,3403,3055
2021-08-23,2021-08-29,34,8158,467,283,257
2021-08-23,2021-08-29,34,8162,3608,2028,1828
2021-08-23,2021-08-29,34,8164,601,364,344
2021-08-23,2021-08-29,34,8165,3909,2422,2198
2021-08-23,2021-08-29,34,8166,3076,1810,1620
2021-08-23,2021-08-29,34,8172,4997,2684,2387
2021-08-23,2021-08-29,34,8173,3153,2048,1858
2021-08-23,2021-08-29,34,8174,1535,921,823
2021-08-23,2021-08-29,34,8175,755,465,415
2021-08-23,2021-08-29,34,8180,21389,12448,11103
2021-08-23,2021-08-29,34,8181,2875,1450,1236
2021-08-23,2021-08-29,34,8182,1979,1167,1048
2021-08-23,2021-08-29,34,8184,4154,2399,2204
2021-08-23,2021-08-29,34,8185,4536,3018,2763
2021-08-23,2021-08-29,34,8187,1932,985,889
2021-08-23,2021-08-29,34,8192,5207,2871,2596
2021-08-23,2021-08-29,34,8193,5359,3255,2902
2021-08-23,2021-08-29,34,8194,1051,655,592
2021-08-23,2021-08-29,34,8195,560,355,318
2021-08-23,2021-08-29,34,8196,1468,828,771
2021-08-23,2021-08-29,34,8197,4659,2657,2410
2021-08-23,2021-08-29,34,8245,2530,1136,1074
2021-08-23,2021-08-29,34,8246,1088,417,386
2021-08-23,2021-08-29,34,8247,1470,579,539
2021-08-23,2021-08-29,34,8248,1575,778,717
2021-08-23,2021-08-29,34,8302,20144,11167,9983
2021-08-23,2021-08-29,34,8303,11826,6931,6275
2021-08-23,2021-08-29,34,8304,16830,10326,9450
2021-08-23,2021-08-29,34,8305,7849,4700,4289
2021-08-23,2021-08-29,34,8306,5311,2883,2572
2021-08-23,2021-08-29,34,8307,12268,6328,5717
2021-08-23,2021-08-29,34,8308,4589,2698,2442
2021-08-23,2021-08-29,34,8309,5611,3447,3157
2021-08-23,2021-08-29,34,8310,1509,853,736
2021-08-23,2021-08-29,34,8311,2061,1338,1209
2021-08-23,2021-08-29,34,8312,954,578,536
2021-08-23,2021-08-29,34,8314,349,213,184
2021-08-23,2021-08-29,34,8315,817,490,454
2021-08-23,2021-08-29,34,8317,2337,1200,1058
2021-08-23,2021-08-29,34,8320,6443,3575,3271
2021-08-23,2021-08-29,34,8322,994,544,498
2021-08-23,2021-08-29,34,8330,11524,6773,6144
2021-08-23,2021-08-29,34,8331,610,338,323
2021-08-23,2021-08-29,34,8332,3384,2187,1986
2021-08-23,2021-08-29,34,8335,3640,1858,1669
2021-08-23,2021-08-29,34,8340,10306,5430,4907
2021-08-23,2021-08-29,34,8342,933,501,452
2021-08-23,2021-08-29,34,8344,3778,1841,1665
2021-08-23,2021-08-29,34,8345,1131,536,492
2021-08-23,2021-08-29,34,8352,3713,2101,1878
2021-08-23,2021-08-29,34,8353,4374,2222,2003
2021-08-23,2021-08-29,34,8354,500,193,168
2021-08-23,2021-08-29,34,8400,39632,25491,22913
2021-08-23,2021-08-29,34,8403,321,140,136
2021-08-23,2021-08-29,34,8404,20278,11037,9853
2021-08-23,2021-08-29,34,8405,18152,10629,9627
2021-08-23,2021-08-29,34,8406,13621,7401,6552
2021-08-23,2021-08-29,34,8408,16314,8771,7877
2021-08-23,2021-08-29,34,8409,3194,1775,1603
2021-08-23,2021-08-29,34,8412,983,537,483
2021-08-23,2021-08-29,34,8413,4712,2797,2544
2021-08-23,2021-08-29,34,8414,977,609,557
2021-08-23,2021-08-29,34,8415,577,350,316
2021-08-23,2021-08-29,34,8416,1423,849,748
2021-08-23,2021-08-29,34,8418,772,303,275
2021-08-23,2021-08-29,34,8421,777,461,427
2021-08-23,2021-08-29,34,8422,3877,2380,2120
2021-08-23,2021-08-29,34,8424,9396,5409,4800
2021-08-23,2021-08-29,34,8425,1091,681,624
2021-08-23,2021-08-29,34,8426,2414,1528,1375
2021-08-23,2021-08-29,34,8427,4787,2719,2432
2021-08-23,2021-08-29,34,8428,456,283,256
2021-08-23,2021-08-29,34,8442,3141,1979,1812
2021-08-23,2021-08-29,34,8444,2231,1338,1222
2021-08-23,2021-08-29,34,8447,1931,990,924
2021-08-23,2021-08-29,34,8450,2227,1298,1179
2021-08-23,2021-08-29,34,8451,1417,810,709
2021-08-23,2021-08-29,34,8452,699,371,335
2021-08-23,2021-08-29,34,8453,282,172,161
2021-08-23,2021-08-29,34,8457,485,299,267
2021-08-23,2021-08-29,34,8458,657,396,351
2021-08-23,2021-08-29,34,8459,376,198,171
2021-08-23,2021-08-29,34,8460,1831,1014,938
2021-08-23,2021-08-29,34,8461,376,204,182
2021-08-23,2021-08-29,34,8462,1309,830,777
2021-08-23,2021-08-29,34,8463,850,444,411
2021-08-23,2021-08-29,34,8464,86,52,46
2021-08-23,2021-08-29,34,8465,389,203,188
2021-08-23,2021-08-29,34,8466,674,339,314
2021-08-23,2021-08-29,34,8467,458,243,208
2021-08-23,2021-08-29,34,8468,649,301,285
2021-08-23,2021-08-29,34,8471,1034,619,562
2021-08-23,2021-08-29,34,8472,7417,4781,4346
2021-08-23,2021-08-29,34,8474,1680,955,865
2021-08-23,2021-08-29,34,8475,1661,949,849
2021-08-23,2021-08-29,34,8476,1007,446,417
2021-08-23,2021-08-29,34,8477,1122,580,535
2021-08-23,2021-08-29,34,8478,936,471,426
2021-08-23,2021-08-29,34,8479,697,351,321
2021-08-23,2021-08-29,34,8482,1719,697,606
2021-08-23,2021-08-29,34,8483,2967,1612,1438
2021-08-23,2021-08-29,34,8484,3329,1934,1739
2021-08-23,2021-08-29,34,8486,1899,976,892
2021-08-23,2021-08-29,34,8487,1514,862,782
2021-08-23,2021-08-29,34,8488,4549,2301,2060
2021-08-23,2021-08-29,34,8489,980,496,444
2021-08-23,2021-08-29,34,8492,2077,1033,949
2021-08-23,2021-08-29,34,8493,1628,765,680
2021-08-23,2021-08-29,34,8494,2895,1447,1329
2021-08-23,2021-08-29,34,8495,149,54,47
2021-08-23,2021-08-29,34,8496,931,337,304
2021-08-23,2021-08-29,34,8497,790,300,276
2021-08-23,2021-08-29,34,8498,940,422,385
2021-08-23,2021-08-29,34,8499,376,161,150
2021-08-23,2021-08-29,34,8523,1084,408,362
2021-08-23,2021-08-29,34,8542,5007,3145,2851
2021-08-23,2021-08-29,34,8543,1096,529,468
2021-08-23,2021-08-29,34,8544,406,212,187
2021-08-23,2021-08-29,34,8545,2740,1556,1398
2021-08-23,2021-08-29,34,8548,900,594,513
2021-08-23,2021-08-29,34,8600,27178,16098,14643
2021-08-23,2021-08-29,34,8602,2681,1656,1550
2021-08-23,2021-08-29,34,8603,5170,3044,2791
2021-08-23,2021-08-29,34,8604,16897,9142,8149
2021-08-23,2021-08-29,34,8605,1731,1074,965
2021-08-23,2021-08-29,34,8606,8166,5102,4706
2021-08-23,2021-08-29,34,8607,1458,806,731
2021-08-23,2021-08-29,34,8608,3783,2142,1965
2021-08-23,2021-08-29,34,8610,29607,18674,16859
2021-08-23,2021-08-29,34,8614,1632,931,851
2021-08-23,2021-08-29,34,8615,1371,884,824
2021-08-23,2021-08-29,34,8616,790,447,406
2021-08-23,2021-08-29,34,8617,3850,2421,2206
2021-08-23,2021-08-29,34,8618,4825,2528,2290
2021-08-23,2021-08-29,34,8620,16684,9193,8222
2021-08-23,2021-08-29,34,8623,8249,4099,3641
2021-08-23,2021-08-29,34,8624,2407,1306,1198
2021-08-23,2021-08-29,34,8625,5270,2854,2567
2021-08-23,2021-08-29,34,8626,1307,609,535
2021-08-23,2021-08-29,34,8627,3621,2230,2059
2021-08-23,2021-08-29,34,8630,12207,6268,5609
2021-08-23,2021-08-29,34,8632,3905,1967,1757
2021-08-23,2021-08-29,34,8633,3532,1913,1738
2021-08-23,2021-08-29,34,8634,8260,4399,3970
2021-08-23,2021-08-29,34,8635,3657,2026,1854
2021-08-23,2021-08-29,34,8636,8096,4041,3611
2021-08-23,2021-08-29,34,8637,1979,819,732
2021-08-23,2021-08-29,34,8700,13733,9392,8737
2021-08-23,2021-08-29,34,8702,7857,5721,5329
2021-08-23,2021-08-29,34,8703,5593,3861,3624
2021-08-23,2021-08-29,34,8704,6426,4403,4037
2021-08-23,2021-08-29,34,8706,14245,9436,8776
2021-08-23,2021-08-29,34,8707,6186,4360,4017
2021-08-23,2021-08-29,34,8708,11322,7652,7197
2021-08-23,2021-08-29,34,8712,11491,7318,6817
2021-08-23,2021-08-29,34,8713,3177,1972,1825
2021-08-23,2021-08-29,34,8714,475,269,241
2021-08-23,2021-08-29,34,8800,15512,10030,9311
2021-08-23,2021-08-29,34,8802,8931,6030,5563
2021-08-23,2021-08-29,34,8803,6109,3978,3737
2021-08-23,2021-08-29,34,8804,6073,3248,2976
2021-08-23,2021-08-29,34,8805,10485,5892,5408
2021-08-23,2021-08-29,34,8810,20446,12355,11303
2021-08-23,2021-08-29,34,8815,346,166,153
2021-08-23,2021-08-29,34,8816,2138,1161,1039
2021-08-23,2021-08-29,34,8820,15751,9260,8471
2021-08-23,2021-08-29,34,8824,1821,963,870
2021-08-23,2021-08-29,34,8825,885,372,335
2021-08-23,2021-08-29,34,8833,3120,1530,1382
2021-08-23,2021-08-29,34,8902,10020,5804,5242
2021-08-23,2021-08-29,34,8903,6722,4156,3838
2021-08-23,2021-08-29,34,8904,1667,1048,969
2021-08-23,2021-08-29,34,8906,5555,3471,3197
2021-08-23,2021-08-29,34,8907,5200,3271,3027
2021-08-23,2021-08-29,34,8908,3769,2332,2138
2021-08-23,2021-08-29,34,8909,1322,638,572
2021-08-23,2021-08-29,34,8910,10967,6266,5600
2021-08-23,2021-08-29,34,8911,1123,540,480
2021-08-23,2021-08-29,34,8912,5689,3028,2747
2021-08-23,2021-08-29,34,8913,2580,1545,1420
2021-08-23,2021-08-29,34,8914,1976,1214,1142
2021-08-23,2021-08-29,34,8915,2752,1463,1350
2021-08-23,2021-08-29,34,8925,960,498,472
2021-08-23,2021-08-29,34,8926,1221,550,501
2021-08-23,2021-08-29,34,8932,5189,2800,2575
2021-08-23,2021-08-29,34,8933,645,287,264
2021-08-23,2021-08-29,34,8934,2377,1145,1060
2021-08-23,2021-08-29,34,8942,4926,3419,3192
2021-08-23,2021-08-29,34,8951,3068,1369,1178
2021-08-23,2021-08-29,34,8952,18758,10699,9517
2021-08-23,2021-08-29,34,8953,27635,14147,12411
2021-08-23,2021-08-29,34,8954,3970,2354,1978
2021-08-23,2021-08-29,34,8955,2505,1499,1365
2021-08-23,2021-08-29,34,andere Kantone,NA,7516,6791
2021-08-23,2021-08-29,34,Nachbarkantone,NA,27336,24655
2021-08-23,2021-08-29,34,unbekannt,NA,6942,6196
2021-08-23,2021-08-29,34,ZH aber ausserkantonal geimpft,NA,19239,17025
2021-08-30,2021-09-05,35,8001,5473,4370,3867
2021-08-30,2021-09-05,35,8002,9620,6870,6309
2021-08-30,2021-09-05,35,8003,20655,13615,12409
2021-08-30,2021-09-05,35,8004,27183,18783,16843
2021-08-30,2021-09-05,35,8005,15505,11130,10132
2021-08-30,2021-09-05,35,8006,18387,13630,12677
2021-08-30,2021-09-05,35,8008,16571,12455,11498
2021-08-30,2021-09-05,35,8032,18170,13256,12226
2021-08-30,2021-09-05,35,8037,16044,11247,10328
2021-08-30,2021-09-05,35,8038,17299,11390,10378
2021-08-30,2021-09-05,35,8041,7620,4476,4076
2021-08-30,2021-09-05,35,8044,10947,8024,7401
2021-08-30,2021-09-05,35,8045,11222,7167,6537
2021-08-30,2021-09-05,35,8046,25704,14574,13226
2021-08-30,2021-09-05,35,8047,20783,13283,12187
2021-08-30,2021-09-05,35,8048,29694,18491,16706
2021-08-30,2021-09-05,35,8049,23561,16061,14946
2021-08-30,2021-09-05,35,8050,28957,18971,17370
2021-08-30,2021-09-05,35,8051,23000,12668,11451
2021-08-30,2021-09-05,35,8052,20277,11409,10259
2021-08-30,2021-09-05,35,8053,11001,7727,7213
2021-08-30,2021-09-05,35,8055,20196,12699,11548
2021-08-30,2021-09-05,35,8057,21221,14706,13467
2021-08-30,2021-09-05,35,8064,3784,2035,1784
2021-08-30,2021-09-05,35,8102,6717,4056,3559
2021-08-30,2021-09-05,35,8103,3895,2380,2137
2021-08-30,2021-09-05,35,8104,2675,1812,1639
2021-08-30,2021-09-05,35,8105,13633,8004,7212
2021-08-30,2021-09-05,35,8106,4807,2313,2019
2021-08-30,2021-09-05,35,8107,6583,3612,3212
2021-08-30,2021-09-05,35,8108,4174,2305,2030
2021-08-30,2021-09-05,35,8112,2957,1666,1514
2021-08-30,2021-09-05,35,8113,1435,848,772
2021-08-30,2021-09-05,35,8114,1865,1002,869
2021-08-30,2021-09-05,35,8115,953,542,481
2021-08-30,2021-09-05,35,8117,4564,2984,2722
2021-08-30,2021-09-05,35,8118,2083,1312,1191
2021-08-30,2021-09-05,35,8121,1999,1201,1085
2021-08-30,2021-09-05,35,8122,2231,1394,1274
2021-08-30,2021-09-05,35,8123,2771,1926,1753
2021-08-30,2021-09-05,35,8124,2130,1472,1338
2021-08-30,2021-09-05,35,8125,5209,3624,3350
2021-08-30,2021-09-05,35,8126,5475,3872,3515
2021-08-30,2021-09-05,35,8127,4094,2792,2561
2021-08-30,2021-09-05,35,8132,6883,4282,3885
2021-08-30,2021-09-05,35,8133,1915,1211,1104
2021-08-30,2021-09-05,35,8134,18919,11390,10335
2021-08-30,2021-09-05,35,8135,7781,4748,4335
2021-08-30,2021-09-05,35,8136,2593,1537,1404
2021-08-30,2021-09-05,35,8142,4661,3319,3061
2021-08-30,2021-09-05,35,8143,3768,2338,2161
2021-08-30,2021-09-05,35,8152,21091,10936,9673
2021-08-30,2021-09-05,35,8153,8204,4477,3908
2021-08-30,2021-09-05,35,8154,7205,3647,3151
2021-08-30,2021-09-05,35,8155,7163,3928,3439
2021-08-30,2021-09-05,35,8156,2152,1292,1160
2021-08-30,2021-09-05,35,8157,5942,3461,3082
2021-08-30,2021-09-05,35,8158,467,286,259
2021-08-30,2021-09-05,35,8162,3608,2064,1849
2021-08-30,2021-09-05,35,8164,601,370,347
2021-08-30,2021-09-05,35,8165,3909,2457,2216
2021-08-30,2021-09-05,35,8166,3076,1824,1631
2021-08-30,2021-09-05,35,8172,4997,2722,2418
2021-08-30,2021-09-05,35,8173,3153,2076,1876
2021-08-30,2021-09-05,35,8174,1535,935,826
2021-08-30,2021-09-05,35,8175,755,476,418
2021-08-30,2021-09-05,35,8180,21389,12687,11198
2021-08-30,2021-09-05,35,8181,2875,1495,1254
2021-08-30,2021-09-05,35,8182,1979,1192,1063
2021-08-30,2021-09-05,35,8184,4154,2434,2223
2021-08-30,2021-09-05,35,8185,4536,3053,2791
2021-08-30,2021-09-05,35,8187,1932,1002,896
2021-08-30,2021-09-05,35,8192,5207,2913,2623
2021-08-30,2021-09-05,35,8193,5359,3310,2931
2021-08-30,2021-09-05,35,8194,1051,668,601
2021-08-30,2021-09-05,35,8195,560,357,326
2021-08-30,2021-09-05,35,8196,1468,838,778
2021-08-30,2021-09-05,35,8197,4659,2692,2455
2021-08-30,2021-09-05,35,8245,2530,1137,1074
2021-08-30,2021-09-05,35,8246,1088,417,388
2021-08-30,2021-09-05,35,8247,1470,585,542
2021-08-30,2021-09-05,35,8248,1575,782,726
2021-08-30,2021-09-05,35,8302,20144,11363,10085
2021-08-30,2021-09-05,35,8303,11826,7049,6333
2021-08-30,2021-09-05,35,8304,16830,10476,9502
2021-08-30,2021-09-05,35,8305,7849,4790,4312
2021-08-30,2021-09-05,35,8306,5311,2942,2591
2021-08-30,2021-09-05,35,8307,12268,6468,5764
2021-08-30,2021-09-05,35,8308,4589,2744,2462
2021-08-30,2021-09-05,35,8309,5611,3508,3179
2021-08-30,2021-09-05,35,8310,1509,876,745
2021-08-30,2021-09-05,35,8311,2061,1353,1223
2021-08-30,2021-09-05,35,8312,954,587,537
2021-08-30,2021-09-05,35,8314,349,215,187
2021-08-30,2021-09-05,35,8315,817,495,456
2021-08-30,2021-09-05,35,8317,2337,1228,1073
2021-08-30,2021-09-05,35,8320,6443,3678,3300
2021-08-30,2021-09-05,35,8322,994,565,504
2021-08-30,2021-09-05,35,8330,11524,6903,6188
2021-08-30,2021-09-05,35,8331,610,347,324
2021-08-30,2021-09-05,35,8332,3384,2219,2001
2021-08-30,2021-09-05,35,8335,3640,1896,1682
2021-08-30,2021-09-05,35,8340,10306,5627,4934
2021-08-30,2021-09-05,35,8342,933,519,454
2021-08-30,2021-09-05,35,8344,3778,1884,1678
2021-08-30,2021-09-05,35,8345,1131,550,494
2021-08-30,2021-09-05,35,8352,3713,2144,1900
2021-08-30,2021-09-05,35,8353,4374,2267,2023
2021-08-30,2021-09-05,35,8354,500,197,172
2021-08-30,2021-09-05,35,8400,39632,25966,23109
2021-08-30,2021-09-05,35,8403,321,140,136
2021-08-30,2021-09-05,35,8404,20278,11323,9926
2021-08-30,2021-09-05,35,8405,18152,10841,9700
2021-08-30,2021-09-05,35,8406,13621,7624,6631
2021-08-30,2021-09-05,35,8408,16314,8980,7969
2021-08-30,2021-09-05,35,8409,3194,1818,1613
2021-08-30,2021-09-05,35,8412,983,544,486
2021-08-30,2021-09-05,35,8413,4712,2857,2566
2021-08-30,2021-09-05,35,8414,977,619,560
2021-08-30,2021-09-05,35,8415,577,352,321
2021-08-30,2021-09-05,35,8416,1423,870,762
2021-08-30,2021-09-05,35,8418,772,314,277
2021-08-30,2021-09-05,35,8421,777,471,432
2021-08-30,2021-09-05,35,8422,3877,2447,2138
2021-08-30,2021-09-05,35,8424,9396,5509,4851
2021-08-30,2021-09-05,35,8425,1091,692,629
2021-08-30,2021-09-05,35,8426,2414,1564,1385
2021-08-30,2021-09-05,35,8427,4787,2766,2455
2021-08-30,2021-09-05,35,8428,456,286,256
2021-08-30,2021-09-05,35,8442,3141,2011,1825
2021-08-30,2021-09-05,35,8444,2231,1362,1233
2021-08-30,2021-09-05,35,8447,1931,997,935
2021-08-30,2021-09-05,35,8450,2227,1328,1195
2021-08-30,2021-09-05,35,8451,1417,825,715
2021-08-30,2021-09-05,35,8452,699,377,336
2021-08-30,2021-09-05,35,8453,282,176,164
2021-08-30,2021-09-05,35,8457,485,301,275
2021-08-30,2021-09-05,35,8458,657,398,355
2021-08-30,2021-09-05,35,8459,376,198,175
2021-08-30,2021-09-05,35,8460,1831,1032,943
2021-08-30,2021-09-05,35,8461,376,206,185
2021-08-30,2021-09-05,35,8462,1309,833,779
2021-08-30,2021-09-05,35,8463,850,456,416
2021-08-30,2021-09-05,35,8464,86,53,46
2021-08-30,2021-09-05,35,8465,389,209,192
2021-08-30,2021-09-05,35,8466,674,341,317
2021-08-30,2021-09-05,35,8467,458,246,212
2021-08-30,2021-09-05,35,8468,649,303,288
2021-08-30,2021-09-05,35,8471,1034,630,571
2021-08-30,2021-09-05,35,8472,7417,4908,4382
2021-08-30,2021-09-05,35,8474,1680,977,872
2021-08-30,2021-09-05,35,8475,1661,973,859
2021-08-30,2021-09-05,35,8476,1007,454,424
2021-08-30,2021-09-05,35,8477,1122,584,539
2021-08-30,2021-09-05,35,8478,936,482,429
2021-08-30,2021-09-05,35,8479,697,358,323
2021-08-30,2021-09-05,35,8482,1719,716,611
2021-08-30,2021-09-05,35,8483,2967,1684,1453
2021-08-30,2021-09-05,35,8484,3329,1983,1756
2021-08-30,2021-09-05,35,8486,1899,1044,913
2021-08-30,2021-09-05,35,8487,1514,907,789
2021-08-30,2021-09-05,35,8488,4549,2367,2081
2021-08-30,2021-09-05,35,8489,980,518,450
2021-08-30,2021-09-05,35,8492,2077,1064,958
2021-08-30,2021-09-05,35,8493,1628,793,685
2021-08-30,2021-09-05,35,8494,2895,1471,1338
2021-08-30,2021-09-05,35,8495,149,58,47
2021-08-30,2021-09-05,35,8496,931,346,308
2021-08-30,2021-09-05,35,8497,790,306,277
2021-08-30,2021-09-05,35,8498,940,433,389
2021-08-30,2021-09-05,35,8499,376,165,152
2021-08-30,2021-09-05,35,8523,1084,417,367
2021-08-30,2021-09-05,35,8542,5007,3210,2878
2021-08-30,2021-09-05,35,8543,1096,549,476
2021-08-30,2021-09-05,35,8544,406,219,187
2021-08-30,2021-09-05,35,8545,2740,1601,1416
2021-08-30,2021-09-05,35,8548,900,612,518
2021-08-30,2021-09-05,35,8600,27178,16400,14762
2021-08-30,2021-09-05,35,8602,2681,1690,1556
2021-08-30,2021-09-05,35,8603,5170,3108,2813
2021-08-30,2021-09-05,35,8604,16897,9382,8220
2021-08-30,2021-09-05,35,8605,1731,1098,979
2021-08-30,2021-09-05,35,8606,8166,5197,4739
2021-08-30,2021-09-05,35,8607,1458,821,739
2021-08-30,2021-09-05,35,8608,3783,2225,1982
2021-08-30,2021-09-05,35,8610,29607,19107,17014
2021-08-30,2021-09-05,35,8614,1632,960,857
2021-08-30,2021-09-05,35,8615,1371,897,833
2021-08-30,2021-09-05,35,8616,790,458,410
2021-08-30,2021-09-05,35,8617,3850,2496,2224
2021-08-30,2021-09-05,35,8618,4825,2600,2315
2021-08-30,2021-09-05,35,8620,16684,9439,8273
2021-08-30,2021-09-05,35,8623,8249,4199,3670
2021-08-30,2021-09-05,35,8624,2407,1339,1205
2021-08-30,2021-09-05,35,8625,5270,2931,2589
2021-08-30,2021-09-05,35,8626,1307,630,542
2021-08-30,2021-09-05,35,8627,3621,2291,2072
2021-08-30,2021-09-05,35,8630,12207,6403,5668
2021-08-30,2021-09-05,35,8632,3905,2035,1772
2021-08-30,2021-09-05,35,8633,3532,1999,1755
2021-08-30,2021-09-05,35,8634,8260,4544,4004
2021-08-30,2021-09-05,35,8635,3657,2080,1866
2021-08-30,2021-09-05,35,8636,8096,4134,3648
2021-08-30,2021-09-05,35,8637,1979,846,744
2021-08-30,2021-09-05,35,8700,13733,9512,8785
2021-08-30,2021-09-05,35,8702,7857,5774,5365
2021-08-30,2021-09-05,35,8703,5593,3939,3647
2021-08-30,2021-09-05,35,8704,6426,4490,4066
2021-08-30,2021-09-05,35,8706,14245,9621,8818
